tweet,location
"@RocksMagik @noconversion @ChowkidarChokra @RahulGandhi @RenukaCCongress @IYC @MahilaCongress @INCIndia Please look at the perspective before disagreeing - 
1. Shashtri ji eliminated - IG won
2. IG put behind bars - IG back
3. SG eliminated - RG in politics
4. RG eliminated - AM in politics
5. Sacrifice of PM post - AM rules behind the scene
6. RG 2 hrs imprisonment- who benefits?",Delhi
"Indian stock market will open today? 

Aunty #AkankshaDubey #bhojpuriactress #KiaraAdvani Cricket Rajat Patidar #SSMB28 Politics Eknath Shinde #TATAIPL Jofra Archer #MumbaiIndians #WPLFinal LTCG #RishabhPant #GmmtvOuting2023 #AtiqAhmed Bangalore #sgxnifty #banknifty #nifty",Pune
"@RoKhanna @narendramodi Mind Your Own Business rather than stirring ur uninvited nose indian internal politics n internal matters. But yes, u hv to shit out ur mental constipation n prove ur allegiance to anti-india gang.",Mumbai
"#sgxnifty indian market opening today small gap up

#SGXNifty Aunty #AkankshaDubey #bhojpuriactress #KiaraAdvani Cricket Rajat Patidar #SSMB28 Politics Eknath Shinde #TATAIPL Jofra Archer #MumbaiIndians #WPLFinal LTCG #RishabhPant #GmmtvOuting2023 #AtiqAhmed Bangalore https://t.co/8g7T4nSIFT",Delhi
"@viviiyer @MrAndyNgo The petty squabbles in Indian politics is often hilarious, and sometimes tragic. I was there when Jalalalitha was running for whatever in Tamilnadu, the same year Rajiv Gandhi got literally blasted in Sriperumbudur.",Bengaluru
#Indian politics Can u think of opposition parties joining hand to oppose judiciary in parliament to satisfy joker ego  rather then talk about excessive price rise and govt mismanagement#,Mumbai
I am not sure @RepRoKhanna needs any backup from an anon account but let me say this as someone who doesn't necessarily agree with his liberal politics but does respect him as a reasonable Democrat. He is one of the few Indian-Americans to directly address ...,Ahmedabad
"@yandhanda In Indian sports there's a lot of politics involved,...not so much by the players themselves, but more so with the officials pushing up their candidates for selection through various schemes.",Ahmedabad
"To say that Social media does not affect Indian Politics  is utterly preposterous. 

Kanhaiya Kumar has earned most, if not, all of his political capital from Social Media, and is on the cusp of becoming the Delhi President for the Congress party

Indian Democracy in full swing!",Delhi
"""We are watching Mr Gandhi's case in Indian courts and we engage with the Government of India on our shared commitment to democratic values"" the US State Department's Deputy spokesperson Vedant Patel said

Read here👇
https://t.co/BhNcTFt4SW

#Politics",Hyderabad
"@Iyervval @Swamy39 @sfchronicle @RoKhanna If you are interested in Indian politics so much, why don't you resign from your office, relinquish your US passport, come back to India, become a citizen again and run for general elections? Having close ties with Congress, you will also get a good head start.",Chennai
"@triton_v @RahulGandhi He is leading from front. Bharat Jodo Yatra proved it. He is the best option available in Indian politics who can lead the nation in best direction. Highly qualified, listens to the public, takes up public issue ahead
His achievement RTE, RTI and expunge of land acquisition.",Pune
@mieknathshinde IT IS BETTER FOR INDIAN POLITICS THAT SIMILAR MINDED PARTIES COME TOGETHER.,Pune
"Every Indian specially those who vote for BJP and those who sort its hate politics on and off the field should read this. 

This also means that Muslims are the wall between BJP and it’s agenda if they fall everything else in this country will fall like a domino or ripple effect",Pune
"@sariyarana @BBhuttoZardari The day is not far when the nation will rise against these corrupt, self centered, elite, scum bags calling themselves politicians and throw their politics and hypocrisy in the indian ocean",Bengaluru
saw rrr w/ the husband tonight. while i can honestly say i had a blast watching it i can also see why some of the aesthetic choices and references may seem a bit...controversial given the current state of indian politics,Hyderabad
"Album 1989,8s sponsored by indian govt. in 2013,to promote and create hatred about me and legends.
Each lyrics creates hatred. What is American? 
Do American have their oroginals or writing for indian politics?",Mumbai
"Climate, politics, culture wars, health, moral panics...our children are being fed a narrative of anxiety and existential dread. 

Indian kids report greater anxiety than their western counterparts.

We've got to stop scaring the #*&amp;@ out of our kids. 

https://t.co/di5fH2FOmq",Chennai
@Syed23Jahangeer Difference between war n politics is politics never ends...Modi has mistaken politics for war n outsiders as politicians ..end of many has been from within..like he is indian against india,Mumbai
"@sansbarrier He is the atheist also...and he is the actual social reformer and found RSS to make the people unite as indian and the tool is Hinduism,so he used the religion to form a RSS...

In RSS there is no caste politics here all are equal indian",Lucknow
"@Ondippulee Modi would be left of ombaba on economic issues

These terms are useless to describe Indian politics.

How the hell can you favour black tents on wimmins, be against triple talaq ban and call yourself liberal / progressive",Chennai
"@i_desi_surya We see so many comedies, , comedians and their nonsensical activities in indian politics that if one thing happens with sanity, we take it as tragedy",Chennai
"2 Question

Sanjay Gandhi was killed before Maino ji entered IG home or after?

If Sanjay was alive, would Rajiv enter politics, and later would Maino ji be able to control Indian Politics?

BY #DGP",Ahmedabad
"@zackbeauchamp Congratulations on winning the ''western journalist who doesn't have a clue on India,  but pontificates about the state of Indian politics'' award for today.",Mumbai
"@GauravPandhi @RahulGandhi I am sure party / Parents in power for approx 45-50 years in Indian politics .....don't need any perk or petty bunglows they can Enjoy Castle , Bunglows or Villa anywhere in globe !",Mumbai
"@GautamGambhir You are elected  #MP from #BJP What is your achievement in your #east #Delhi #constituency..

Ready to sit dugout in #IPL2023 

🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️

#indian #voter must think, never ever support #cricketers in #politics

Always hated #ViratKohli 🙆‍♂️🙆‍♂️",Pune
"@paranjoygt I don't think the writer, despite being a highly qualified academic and research professional, understands the nuances of Indian politics. Turning point for whom? If the fight is to project, save an individual and not the country or party, then it is lost even before it begins",Chennai
@ANI Why US is so much interested in INDIAN politics kuch to gadbad h 👀👀,Ahmedabad
"@zackbeauchamp Lol..Rahul Gandhi is automatically disqualified after he was convicted by courts. The articles show poor knowledge of the writer on Indian laws, politics etc.",Mumbai
@SupriyaShrinate These all are happen due to your own immature speeches Indian politics is not your father's legacy and why don't you learn still ? After half century of your age.,Hyderabad
@shashiprabha63 @qaummunist Which Indian cricketer do you think would be a good reflection of the same if he joins politics?,Kolkata
@NewsArenaIndia For being the most effective PALTU of the Indian Politics 😂,Bengaluru
@AnshumanSail And Sinha is the biggest actress of Indian Politics,Hyderabad
He is trying to meddle in Indian politics. I will not support him in the next election.,Kolkata
"Wait, so a Pakistani runs Scotland and an Indian runs the UK. Man, this feud is going too far guys. What next, an Indian President and Pakistani Prime Minister of Canada? Oh wait. OH GOD https://t.co/FoZutUjG94",Lucknow
@RoKhanna @mairal Is it really that hard to acknowledge the fact that these disturbing elements are Khalistani terrorists and they are not the same as Indian Sikhs. Why doesn't the Khalistani protest against  atrocities happening on Sikhs in Afghanistan and Pakistan? #vestedinterest #politics,Ahmedabad
"They have just done a own goal 
Currently Indian politics is like a match between 
INDIA VS Scotland 
utter nonsense 
Another is that ruling party in Jaipur.
MR. FREE KING doesn't do anything but gives free.🤷🏻
Still not able to give a reason why 2 of his ministers are in jail",Kolkata
"@Enraged_Indian besides politics, there is pathological hatred at play; all powerful ruler of hindustan feels challenged by a scion of Nehru dynasty. his words like jersy cow, hybrid calf etc can only spring from a hate filled mind.",Chennai
@chaosismygoal wtf does a random stabbing have to do with indian politics? ur just a bigot,Hyderabad
"@OuneebA @MusaNV18 @RanaSanaullahPK Not part of the anti Pakistani Indian group, so sorry to burst your wishful bubble. Take care",Lucknow
@Anandi_NR @nytimes For “Indian customers” not the inventor of the dish. But as I stated just the tick off by Indians is itself enough of a litmus test when some thing factual is stated. Give it up :) it’s not bhaji it’s “Chicken Manchurian” - Chino-Pak dish,Bengaluru
"There’s often a lack of understanding in US and Europe about Indian politics, society and history: Dhruva Jaishankar https://t.co/4Z7OR0bYWE",Ahmedabad
"What does Rahul Gandhi's conviction mean for Indian politics? | Inside Story
#RahulDisqualified #ModiInMahaSangama 
https://t.co/X0xNKflB5u",Kolkata
@MonaAlamm This is called Subcontinent politics. It's very easy to mislead people here.,Delhi
"@LotusBharat @ANI For you guys Ordinary MP, wait and watch how this Ordinary MP bring revolution in Indian politics. You guys are never left single stone to degrade him. Now time for 👇👇👇 https://t.co/Ust4sXh8tT",Ahmedabad
"@FriedrichPieter Even if one is not friends with Indian they can still care for fellow humans. India has a large population &amp; a lot of them live outside India as well, there’s a real possibility that current hatful non inclusive politics may spread in the US or other countries.",Ahmedabad
@BDUTT We are outside India &amp; won't be effected by present Indian dirty politics. That's why I'm thinking that this situation is very bad for my home countrymen. Playing politics for national unity is win win for all. India is one joint family &amp; must behave like that. @SinghSwaiman,Delhi
